Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q8BH34	SEM3D_MOUSE	reviewed	Semaphorin-3D	Sema3d	Mus musculus (Mouse)	777
Q7TSK2	SEZ6_MOUSE	reviewed	Seizure protein 6 (SEZ-6) (Brain-specific receptor-like protein C) (BSRP-C)	Sez6 Kiaa4158	Mus musculus (Mouse)	991
Q64685	SIAT1_MOUSE	reviewed	Beta-galactoside alpha-2,6-sialyltransferase 1 (Alpha 2,6-ST 1) (EC 2.4.99.1) (CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,6-sialyltransferase 1) (ST6Gal I) (ST6GalI) (Sialyltransferase 1)	St6gal1 Siat1	Mus musculus (Mouse)	403
O35982	SMR2B_MOUSE	reviewed	Submaxillary gland androgen-regulated protein 2, isoform beta (Salivary protein MSG2, isoform beta)	Smr2 Msg2 Vcs2	Mus musculus (Mouse)	41
P60041	SMS_MOUSE	reviewed	Somatostatin [Cleaved into: Antrin; Somatostatin-28; Somatostatin-14]	Sst Smst	Mus musculus (Mouse)	116
Q9Z1N6	SFRP4_MOUSE	reviewed	Secreted frizzled-related sequence protein 4 (FRP-4) (sFRP-4)	Sfrp4	Mus musculus (Mouse)	351
Q6UGQ3	SG2B2_MOUSE	reviewed	Secretoglobin family 2B member 2 (Androgen-binding protein epsilon) (Lacrimal androgen-binding protein epsilon)	Scgb2b2 Abpe	Mus musculus (Mouse)	114
Q920D7	SG3A1_MOUSE	reviewed	Secretoglobin family 3A member 1 (Cytokine HIN-1) (High in normal 1) (Pneumo secretory protein 2) (PnSP-2) (Uteroglobin-related protein 2)	Scgb3a1 Hin1 Pnsp2 Ugrp2	Mus musculus (Mouse)	104
Q62226	SHH_MOUSE	reviewed	Sonic hedgehog protein (SHH) (HHG-1) [Cleaved into: Sonic hedgehog protein N-product (Sonic hedgehog protein 19 kDa product); Sonic hedgehog protein C-product (Sonic hedgehog protein 27 kDa product)]	Shh Hhg1	Mus musculus (Mouse)	437
Q11204	SIA4B_MOUSE	reviewed	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 2 (Alpha 2,3-ST 2) (Beta-galactoside alpha-2,3-sialyltransferase 2) (EC 2.4.99.4) (Gal-NAc6S) (Gal-beta-1,3-GalNAc-alpha-2,3-sialyltransferase) (ST3Gal II) (ST3GalII) (ST3GalA.2) (Sialyltransferase 4B) (SIAT4-B)	St3gal2 Siat4b Siat5	Mus musculus (Mouse)	350
O35979	SMR2D_MOUSE	reviewed	Submaxillary gland androgen-regulated protein 2, isoform delta (Salivary protein MSG2, isoform delta)	Smr2 Msg2 Vcs2	Mus musculus (Mouse)	143
O35985	SMR2C_MOUSE	reviewed	Submaxillary gland androgen-regulated protein 2, isoform gamma (Salivary protein MSG2, isoform gamma)	Smr2 Msg2 Vcs2	Mus musculus (Mouse)	143
Q61711	SIAL_MOUSE	reviewed	Bone sialoprotein 2 (Bone sialoprotein II) (BSP II) (Cell-binding sialoprotein) (Integrin-binding sialoprotein)	Ibsp	Mus musculus (Mouse)	324
P16043	SLIB_MOUSE	reviewed	Somatoliberin (Growth hormone-releasing factor) (GRF) (Growth hormone-releasing hormone) (GHRH)	Ghrh	Mus musculus (Mouse)	103
Q9R1B9	SLIT2_MOUSE	reviewed	Slit homolog 2 protein (Slit-2) [Cleaved into: Slit homolog 2 protein N-product; Slit homolog 2 protein C-product]	Slit2	Mus musculus (Mouse)	1521
P97430	SLPI_MOUSE	reviewed	Antileukoproteinase (ALP) (Secretory leukocyte protease inhibitor)	Slpi	Mus musculus (Mouse)	131
Q6JHY2	SMGC_MOUSE	reviewed	Submandibular gland protein C	Muc19 Smgc	Mus musculus (Mouse)	733
Q8BLY1	SMOC1_MOUSE	reviewed	SPARC-related modular calcium-binding protein 1 (SPARC-related gene protein) (Secreted modular calcium-binding protein 1) (SMOC-1)	Smoc1 Srg	Mus musculus (Mouse)	463
P06880	SOMA_MOUSE	reviewed	Somatotropin (Growth hormone)	Gh1 Gh	Mus musculus (Mouse)	216
Q9D2S4	SPAC7_MOUSE	reviewed	Sperm acrosome-associated protein 7	Spaca7	Mus musculus (Mouse)	182
P97401	SFRP3_MOUSE	reviewed	Secreted frizzled-related protein 3 (sFRP-3) (Frezzled) (Fritz) (Frizzled-related protein 1) (FrzB-1)	Frzb Fiz Fre Frzb1 Sfrp3	Mus musculus (Mouse)	323
Q8C4U3	SFRP1_MOUSE	reviewed	Secreted frizzled-related protein 1 (sFRP-1)	Sfrp1	Mus musculus (Mouse)	314
P35242	SFTPA_MOUSE	reviewed	Pulmonary surfactant-associated protein A (PSAP) (PSP-A) (SP-A)	Sftpa1 Sftp-1 Sftp1 Sftpa	Mus musculus (Mouse)	248
P50404	SFTPD_MOUSE	reviewed	Pulmonary surfactant-associated protein D (PSP-D) (SP-D) (Lung surfactant protein D)	Sftpd Sftp4	Mus musculus (Mouse)	374
Q99P68	SOST_MOUSE	reviewed	Sclerostin	Sost	Mus musculus (Mouse)	211
Q7TMF5	SPA12_MOUSE	reviewed	Serpin A12 (Visceral adipose tissue-derived serine protease inhibitor) (Vaspin) (Visceral adipose-specific serpin)	Serpina12	Mus musculus (Mouse)	413
Q6P4P1	SPA3A_MOUSE	reviewed	Serine protease inhibitor A3A (Serpin A3A)	Serpina3a	Mus musculus (Mouse)	422
Q03734	SPA3M_MOUSE	reviewed	Serine protease inhibitor A3M (Serpin A3M)	Serpina3m	Mus musculus (Mouse)	418
Q3U6K5	SPAT6_MOUSE	reviewed	Spermatogenesis-associated protein 6 (Kinesin-related protein)	Spata6 Hash	Mus musculus (Mouse)	488
Q8K4N2	SPG11_MOUSE	reviewed	Sperm-associated antigen 11	Spag11 Bin1b Ep2e	Mus musculus (Mouse)	71
Q8CD91	SMOC2_MOUSE	reviewed	SPARC-related modular calcium-binding protein 2 (Secreted modular calcium-binding protein 2) (SMOC-2)	Smoc2	Mus musculus (Mouse)	447
O35961	SMR2E_MOUSE	reviewed	Submaxillary gland androgen-regulated protein 2, isoform epsilon (Salivary protein MSG2, isoform epsilon)	Smr2 Msg2 Vcs2	Mus musculus (Mouse)	40
Q70E20	SNED1_MOUSE	reviewed	Sushi, nidogen and EGF-like domain-containing protein 1 (Secreted protein SST-3) (Stromal nidogen extracellular matrix protein)	Sned1 Snep	Mus musculus (Mouse)	1403
P29621	SPA3C_MOUSE	reviewed	Serine protease inhibitor A3C (Serpin A3C) (Kallikrein-binding protein) (KBP)	Serpina3c Klkbp	Mus musculus (Mouse)	417
P07759	SPA3K_MOUSE	reviewed	Serine protease inhibitor A3K (Serpin A3K) (Contrapsin) (SPI-2)	Serpina3k Mcm2 Spi2	Mus musculus (Mouse)	418
Q91WP6	SPA3N_MOUSE	reviewed	Serine protease inhibitor A3N (Serpin A3N)	Serpina3n Spi2	Mus musculus (Mouse)	418
P70663	SPRL1_MOUSE	reviewed	SPARC-like protein 1 (Extracellular matrix protein 2) (Matrix glycoprotein Sc1)	Sparcl1 Ecm2 Sc1	Mus musculus (Mouse)	650
Q61900	SMR3A_MOUSE	reviewed	Submaxillary gland androgen-regulated protein 3A (Salivary protein MSG1) (Submaxillary gland androgen-regulated protein 1)	Smr3a Msg1 Smr1	Mus musculus (Mouse)	147
O88307	SORL_MOUSE	reviewed	Sortilin-related receptor (Gp250) (Low-density lipoprotein receptor relative with 11 ligand-binding repeats) (LDLR relative with 11 ligand-binding repeats) (LR11) (SorLA-1) (Sorting protein-related receptor containing LDLR class A repeats) (mSorLA)	Sorl1	Mus musculus (Mouse)	2215
Q9D263	SPIT4_MOUSE	reviewed	Kunitz-type protease inhibitor 4 (Epididymal trypsin inhibitor Spint4)	Spint4	Mus musculus (Mouse)	159
A1L0T3	SRB4D_MOUSE	reviewed	Scavenger receptor cysteine-rich domain-containing group B protein (Four scavenger receptor cysteine-rich domains-containing protein) (S4D-SRCRB)	Ssc4d Srcrb4d	Mus musculus (Mouse)	586
Q9Z0K7	SLUR1_MOUSE	reviewed	Secreted Ly-6/uPAR-related protein 1 (SLURP-1) (ARS component B)	Slurp1 Ars	Mus musculus (Mouse)	110
O09133	SMR2A_MOUSE	reviewed	Submaxillary gland androgen-regulated protein 2, isoform alpha (Salivary protein MSG2, isoform alpha)	Smr2 Msg2 Vcs2	Mus musculus (Mouse)	150
Q62230	SN_MOUSE	reviewed	Sialoadhesin (Sheep erythrocyte receptor) (SER) (Sialic acid-binding Ig-like lectin 1) (Siglec-1) (CD antigen CD169)	Siglec1 Sa Sn	Mus musculus (Mouse)	1695
Q8CIE0	SPA11_MOUSE	reviewed	Serpin A11	Serpina11 Gm895	Mus musculus (Mouse)	424
Q9D7D2	SPA9_MOUSE	reviewed	Serpin A9	Serpina9	Mus musculus (Mouse)	418
Q3UN54	SSLP1_MOUSE	reviewed	Secreted seminal-vesicle Ly-6 protein 1 (SSLP-1)	Sslp1 Gm191	Mus musculus (Mouse)	99
E1U8D0	SOGA1_MOUSE	reviewed	Protein SOGA1 (SOGA family member 1) (Suppressor of glucose by autophagy) (Suppressor of glucose, autophagy-associated protein 1) [Cleaved into: N-terminal form; C-terminal 80 kDa form (80-kDa SOGA fragment)]	Soga1 Soga	Mus musculus (Mouse)	1418
Q8BYY9	SPA3B_MOUSE	reviewed	Serine protease inhibitor A3B (Serpin A3B)	Serpina3b	Mus musculus (Mouse)	420
P70124	SPB5_MOUSE	reviewed	Serpin B5 (Maspin) (Peptidase inhibitor 5) (PI-5)	Serpinb5 Pi5 Spi5 Spi7	Mus musculus (Mouse)	375
Q9JK88	SPI2_MOUSE	reviewed	Serpin I2 (Serine protease inhibitor 14)	Serpini2 Spi14	Mus musculus (Mouse)	405
Q8CEK3	SPIKL_MOUSE	reviewed	Serine protease inhibitor kazal-like protein, minor form (SPINKL, minor form) [Cleaved into: Serine protease inhibitor kazal-like protein, major form (SPINKL, major form)]	Spinkl	Mus musculus (Mouse)	90
Q80YT5	SPT20_MOUSE	reviewed	Spermatogenesis-associated protein 20 (Sperm-specific protein 411) (Ssp411) (Transcript increased in spermiogenesis 78 protein)	Spata20 Tisp78	Mus musculus (Mouse)	790
Q8BV57	SRCRL_MOUSE	reviewed	Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D (Scavenger receptor cysteine-rich domain-containing protein LOC284297 homolog)	Ssc5d S5D-SRCRB	Mus musculus (Mouse)	1371
P13609	SRGN_MOUSE	reviewed	Serglycin (Mastocytoma proteoglycan core protein) (Secretory granule proteoglycan core protein) (gp600)	Srgn Prg Prg1	Mus musculus (Mouse)	152
O55183	STC1_MOUSE	reviewed	Stanniocalcin-1 (STC-1)	Stc1 Stc	Mus musculus (Mouse)	247
O88452	STC2_MOUSE	reviewed	Stanniocalcin-2 (STC-2)	Stc2	Mus musculus (Mouse)	296
O09164	SODE_MOUSE	reviewed	Extracellular superoxide dismutase [Cu-Zn] (EC-SOD) (EC 1.15.1.1)	Sod3	Mus musculus (Mouse)	251
Q9CQN4	SOSD1_MOUSE	reviewed	Sclerostin domain-containing protein 1 (Ectodermal BMP inhibitor) (Ectodin) (Sclerostin-like protein) (Uterine sensitization-associated gene 1 protein) (USAG-1)	Sostdc1 Sostl Usag1	Mus musculus (Mouse)	206
Q9R097	SPIT1_MOUSE	reviewed	Kunitz-type protease inhibitor 1 (Hepatocyte growth factor activator inhibitor type 1) (HAI-1)	Spint1 Hai1	Mus musculus (Mouse)	507
D3Z752	SPXN_MOUSE	reviewed	Spexin (NPQ) (Neuropeptide Q) (Spexin hormone) [Cleaved into: Spexin-1; Spexin-2]	Spx	Mus musculus (Mouse)	116
Q8CG65	SSPO_MOUSE	reviewed	SCO-spondin	Sspo	Mus musculus (Mouse)	4998
Q8VCC9	SPON1_MOUSE	reviewed	Spondin-1 (F-spondin)	Spon1	Mus musculus (Mouse)	807
Q8BMS2	SPON2_MOUSE	reviewed	Spondin-2 (Mindin)	Spon2	Mus musculus (Mouse)	330
Q8R054	SRPX2_MOUSE	reviewed	Sushi repeat-containing protein SRPX2	Srpx2	Mus musculus (Mouse)	468
P18419	SVS4_MOUSE	reviewed	Seminal vesicle secretory protein 4 (Seminal vesicle protein 2) (Seminal vesicle secretory protein IV) (SVS IV)	Svs4 Svp2	Mus musculus (Mouse)	113
Q8K1I3	SPP24_MOUSE	reviewed	Secreted phosphoprotein 24 (Spp-24) (Secreted phosphoprotein 2)	Spp2 Spp24	Mus musculus (Mouse)	203
P07214	SPRC_MOUSE	reviewed	SPARC (Basement-membrane protein 40) (BM-40) (Osteonectin) (ON) (Secreted protein acidic and rich in cysteine)	Sparc	Mus musculus (Mouse)	302
A2AVA0	SVEP1_MOUSE	reviewed	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 (Polydom)	Svep1	Mus musculus (Mouse)	3567
Q64356	SVS6_MOUSE	reviewed	Seminal vesicle secretory protein 6 (SVSP99) (Seminal vesicle protein 6) (Seminal vesicle secretory protein VI) (SVS VI)	Svs6 Svp6	Mus musculus (Mouse)	99
Q99LQ4	SVBP_MOUSE	reviewed	Small vasohibin-binding protein (Coiled coil domain-containing protein 23)	Svbp Ccdc23	Mus musculus (Mouse)	66
P30933	SVS5_MOUSE	reviewed	Seminal vesicle secretory protein 5 (SVS protein F) (Seminal vesicle secretory protein V) (SVS V)	Svs5 Svp5	Mus musculus (Mouse)	122
O08524	TECTB_MOUSE	reviewed	Beta-tectorin	Tectb	Mus musculus (Mouse)	329
Q80YX1	TENA_MOUSE	reviewed	Tenascin (TN) (Hexabrachion) (Tenascin-C) (TN-C)	Tnc Hxb	Mus musculus (Mouse)	2110
Q80UB0	TEST2_MOUSE	reviewed	Testin-2 [Cleaved into: Testin-1]		Mus musculus (Mouse)	333
O55042	SYUA_MOUSE	reviewed	Alpha-synuclein (Non-A beta component of AD amyloid) (Non-A4 component of amyloid precursor) (NACP)	Snca Syn	Mus musculus (Mouse)	140
P43025	TETN_MOUSE	reviewed	Tetranectin (TN) (C-type lectin domain family 3 member B) (Plasminogen kringle 4-binding protein)	Clec3b Tna	Mus musculus (Mouse)	202
Q62395	TFF3_MOUSE	reviewed	Trefoil factor 3 (Intestinal trefoil factor) (mITF)	Tff3 Itf	Mus musculus (Mouse)	81
Q08423	TFF1_MOUSE	reviewed	Trefoil factor 1 (Protein pS2)	Tff1 Bcei Ps2	Mus musculus (Mouse)	87
Q03404	TFF2_MOUSE	reviewed	Trefoil factor 2 (Spasmolytic polypeptide) (SP)	Tff2 Sml1 Sp	Mus musculus (Mouse)	129
O35536	TFPI2_MOUSE	reviewed	Tissue factor pathway inhibitor 2 (TFPI-2)	Tfpi2	Mus musculus (Mouse)	230
Q80Z71	TENN_MOUSE	reviewed	Tenascin-N (TN-N)	Tnn	Mus musculus (Mouse)	1560
Q8BYI9	TENR_MOUSE	reviewed	Tenascin-R (TN-R) (Janusin) (Neural recognition molecule J1-160/180) (Restrictin)	Tnr	Mus musculus (Mouse)	1358
P48030	TGFA_MOUSE	reviewed	Protransforming growth factor alpha [Cleaved into: Transforming growth factor alpha (TGF-alpha) (EGF-like TGF) (ETGF) (TGF type 1)]	Tgfa	Mus musculus (Mouse)	159
P61939	THBG_MOUSE	reviewed	Thyroxine-binding globulin (Serpin A7) (T4-binding globulin)	Serpina7 Tbg	Mus musculus (Mouse)	418
Q69ZU6	THS7A_MOUSE	reviewed	Thrombospondin type-1 domain-containing protein 7A	Thsd7a Gm837 Kiaa0960	Mus musculus (Mouse)	1645
O08523	TECTA_MOUSE	reviewed	Alpha-tectorin	Tecta	Mus musculus (Mouse)	2155
Q9WTS4	TEN1_MOUSE	reviewed	Teneurin-1 (Ten-1) (Protein Odd Oz/ten-m homolog 1) (Tenascin-M1) (Ten-m1) (Teneurin transmembrane protein 1) [Cleaved into: Ten-1 intracellular domain (IDten-1) (Ten-1 ICD); Teneurin C-terminal-associated peptide (TCPA-1) (Ten-1 extracellular domain) (Ten-1 ECD)]	Tenm1 Odz1 Tnm1	Mus musculus (Mouse)	2731
P17125	TGFB3_MOUSE	reviewed	Transforming growth factor beta-3 (TGF-beta-3) [Cleaved into: Latency-associated peptide (LAP)]	Tgfb3	Mus musculus (Mouse)	410
P10639	THIO_MOUSE	reviewed	Thioredoxin (Trx) (ATL-derived factor) (ADF)	Txn Txn1	Mus musculus (Mouse)	105
O88968	TCO2_MOUSE	reviewed	Transcobalamin-2 (TC-2) (Transcobalamin II) (TC II) (TCII)	Tcn2	Mus musculus (Mouse)	430
Q8BZ64	TECT1_MOUSE	reviewed	Tectonic-1	Tctn1 Tect1	Mus musculus (Mouse)	593
Q8BZH1	TGM4_MOUSE	reviewed	Protein-glutamine gamma-glutamyltransferase 4 (EC 2.3.2.13) (Experimental autoimmune prostatitis antigen 1) (Transglutaminase-4) (TGase-4)	Tgm4 Eapa1	Mus musculus (Mouse)	670
P27090	TGFB2_MOUSE	reviewed	Transforming growth factor beta-2 (TGF-beta-2) [Cleaved into: Latency-associated peptide (LAP)]	Tgfb2	Mus musculus (Mouse)	414
Q80ZW2	THEM6_MOUSE	reviewed	Protein THEM6	Them6	Mus musculus (Mouse)	207
Q62288	TICN1_MOUSE	reviewed	Testican-1 (Protein SPOCK)	Spock1 Spock Ticn1	Mus musculus (Mouse)	442
P12032	TIMP1_MOUSE	reviewed	Metalloproteinase inhibitor 1 (Collagenase inhibitor 16C8 fibroblast) (Erythroid-potentiating activity) (EPA) (TPA-S1) (TPA-induced protein) (Tissue inhibitor of metalloproteinases 1) (TIMP-1)	Timp1 Timp Timp-1	Mus musculus (Mouse)	205
P55099	TKNK_MOUSE	reviewed	Tachykinin-3 (Neurokinin B-like protein Zneurok1) (Preprotachykinin-B) (PPT-B) [Cleaved into: Neurokinin-B (NKB) (Neuromedin-K)]	Tac3 Nknb Tac2	Mus musculus (Mouse)	116
Q9WVM6	TLL2_MOUSE	reviewed	Tolloid-like protein 2 (EC 3.4.24.-)	Tll2	Mus musculus (Mouse)	1012
O54819	TFPI1_MOUSE	reviewed	Tissue factor pathway inhibitor (TFPI) (Extrinsic pathway inhibitor) (EPI) (Lipoprotein-associated coagulation inhibitor) (LACI)	Tfpi	Mus musculus (Mouse)	306
O88393	TGBR3_MOUSE	reviewed	Transforming growth factor beta receptor type 3 (TGF-beta receptor type 3) (TGFR-3) (Betaglycan) (Transforming growth factor beta receptor III) (TGF-beta receptor type III)	Tgfbr3	Mus musculus (Mouse)	850
O08710	THYG_MOUSE	reviewed	Thyroglobulin (Tg)	Tg Tgn	Mus musculus (Mouse)	2766
Q9ER58	TICN2_MOUSE	reviewed	Testican-2 (SPARC/osteonectin, CWCV, and Kazal-like domains proteoglycan 2)	Spock2 Ticn2	Mus musculus (Mouse)	423
Q9JHB3	TIMP4_MOUSE	reviewed	Metalloproteinase inhibitor 4 (Tissue inhibitor of metalloproteinases 4) (TIMP-4)	Timp4	Mus musculus (Mouse)	224
Q9QYH9	TNF14_MOUSE	reviewed	Tumor necrosis factor ligand superfamily member 14 (CD antigen CD258) [Cleaved into: Tumor necrosis factor ligand superfamily member 14, membrane form; Tumor necrosis factor ligand superfamily member 14, soluble form]	Tnfsf14 Light	Mus musculus (Mouse)	239
Q9ER62	TNR22_MOUSE	reviewed	Tumor necrosis factor receptor superfamily member 22 (Decoy TRAIL receptor 2) (TNF receptor family member SOBa) (TNF receptor homolog 2) (Tumor necrosis factor receptor p60 homolog 2)	Tnfrsf22 Dctrailr2 Tnfrh2 Tnfrsf1al2	Mus musculus (Mouse)	198
P39876	TIMP3_MOUSE	reviewed	Metalloproteinase inhibitor 3 (Tissue inhibitor of metalloproteinases 3) (TIMP-3)	Timp3 Sun Timp-3	Mus musculus (Mouse)	211
Q99JR5	TINAL_MOUSE	reviewed	Tubulointerstitial nephritis antigen-like (Adrenocortical zonation factor 1) (AZ-1) (Androgen-regulated gene 1 protein) (Tubulointerstitial nephritis antigen-related protein) (TARP)	Tinagl1 Arg1 Lcn7 Tinagl	Mus musculus (Mouse)	466
Q99KW9	TIP_MOUSE	reviewed	T-cell immunomodulatory protein (Protein TIP) (Integrin-alpha FG-GAP repeat-containing protein 1) (Linkin)	Itfg1 D8Wsu49e Lnkn-1 Tip	Mus musculus (Mouse)	610
Q9JIQ8	TMPS2_MOUSE	reviewed	Transmembrane protease serine 2 (EC 3.4.21.-) (Epitheliasin) (Plasmic transmembrane protein X) [Cleaved into: Transmembrane protease serine 2 non-catalytic chain; Transmembrane protease serine 2 catalytic chain]	Tmprss2	Mus musculus (Mouse)	490
P0C7W3	TOR2X_MOUSE	reviewed	Prosalusin (Torsin family 2 member A) (Torsin-2A) [Cleaved into: Salusin-beta]	Tor2a	Mus musculus (Mouse)	231
P04202	TGFB1_MOUSE	reviewed	Transforming growth factor beta-1 (TGF-beta-1) [Cleaved into: Latency-associated peptide (LAP)]	Tgfb1	Mus musculus (Mouse)	390
Q3UTY6	THSD4_MOUSE	reviewed	Thrombospondin type-1 domain-containing protein 4 (A disintegrin and metalloproteinase with thrombospondin motifs-like protein 6) (ADAMTS-like protein 6) (ADAMTSL-6) (ADAMTS-like protein 4) (ADAMTSL-4)	Thsd4	Mus musculus (Mouse)	1018
Q02858	TIE2_MOUSE	reviewed	Angiopoietin-1 receptor (EC 2.7.10.1) (Endothelial tyrosine kinase) (HYK) (STK1) (Tunica interna endothelial cell kinase) (Tyrosine kinase with Ig and EGF homology domains-2) (Tyrosine-protein kinase receptor TEK) (Tyrosine-protein kinase receptor TIE-2) (mTIE2) (p140 TEK) (CD antigen CD202b)	Tek Hyk Tie-2 Tie2	Mus musculus (Mouse)	1122
Q91W27	TIP39_MOUSE	reviewed	Tuberoinfundibular peptide of 39 residues (TIP39) (Parathyroid hormone 2)	Pth2 Tip39 Tipf39	Mus musculus (Mouse)	100
P41539	TKN1_MOUSE	reviewed	Protachykinin-1 (PPT) [Cleaved into: Substance P; Neurokinin A (NKA) (Neuromedin L) (Substance K); Neuropeptide K (NPK); Neuropeptide gamma; C-terminal-flanking peptide]	Tac1 Nka Nkna Tac2	Mus musculus (Mouse)	130
Q5S248	TM11E_MOUSE	reviewed	Transmembrane protease serine 11E (EC 3.4.21.-) (Serine protease DESC1) [Cleaved into: Transmembrane protease serine 11E non-catalytic chain; Transmembrane protease serine 11E catalytic chain]	Tmprss11e Desc1	Mus musculus (Mouse)	423
Q9DCF1	TMM25_MOUSE	reviewed	Transmembrane protein 25	Tmem25	Mus musculus (Mouse)	365
O35235	TNF11_MOUSE	reviewed	Tumor necrosis factor ligand superfamily member 11 (Osteoclast differentiation factor) (ODF) (Osteoprotegerin ligand) (OPGL) (Receptor activator of nuclear factor kappa-B ligand) (RANKL) (TNF-related activation-induced cytokine) (TRANCE) (CD antigen CD254) [Cleaved into: Tumor necrosis factor ligand superfamily member 11, membrane form; Tumor necrosis factor ligand superfamily member 11, soluble form]	Tnfsf11 Opgl Rankl Trance	Mus musculus (Mouse)	316
P40226	TPO_MOUSE	reviewed	Thrombopoietin (C-mpl ligand) (ML) (Megakaryocyte colony-stimulating factor) (Megakaryocyte growth and development factor) (MGDF) (Myeloproliferative leukemia virus oncogene ligand)	Thpo	Mus musculus (Mouse)	356
Q8VHK8	TM11D_MOUSE	reviewed	Transmembrane protease serine 11D (EC 3.4.21.-) (Adrenal secretory serine protease) (AsP) (Airway trypsin-like protease) (AT) [Cleaved into: Transmembrane protease serine 11D non-catalytic chain; Transmembrane protease serine 11D catalytic chain]	Tmprss11d Mat	Mus musculus (Mouse)	417
O35714	TNR18_MOUSE	reviewed	Tumor necrosis factor receptor superfamily member 18 (Glucocorticoid-induced TNFR-related protein) (CD antigen CD357)	Tnfrsf18 Gitr	Mus musculus (Mouse)	228
P27512	TNR5_MOUSE	reviewed	Tumor necrosis factor receptor superfamily member 5 (B-cell surface antigen CD40) (Bp50) (CD40L receptor) (CD antigen CD40)	Cd40 Tnfrsf5	Mus musculus (Mouse)	289
P11214	TPA_MOUSE	reviewed	Tissue-type plasminogen activator (t-PA) (t-plasminogen activator) (tPA) (EC 3.4.21.68) [Cleaved into: Tissue-type plasminogen activator chain A; Tissue-type plasminogen activator chain B]	Plat	Mus musculus (Mouse)	559
Q8BKV0	TICN3_MOUSE	reviewed	Testican-3 (SPARC/osteonectin, CWCV, and Kazal-like domains proteoglycan 3)	Spock3	Mus musculus (Mouse)	436
Q99N14	TKN4_MOUSE	reviewed	Tachykinin-4 (Preprotachykinin-C) (PPT-C) [Cleaved into: Hemokinin (HK1) (Hemokinin-1) (Hemokinin-I) (HK-I)]	Tac4	Mus musculus (Mouse)	128
Q62381	TLL1_MOUSE	reviewed	Tolloid-like protein 1 (mTll) (EC 3.4.24.-)	Tll1 Tll	Mus musculus (Mouse)	1013
P09225	TNFB_MOUSE	reviewed	Lymphotoxin-alpha (LT-alpha) (TNF-beta) (Tumor necrosis factor ligand superfamily member 1)	Lta Tnfb Tnfsf1	Mus musculus (Mouse)	202
O08712	TR11B_MOUSE	reviewed	Tumor necrosis factor receptor superfamily member 11B (Osteoclastogenesis inhibitory factor) (Osteoprotegerin)	Tnfrsf11b Ocif Opg	Mus musculus (Mouse)	401
P25785	TIMP2_MOUSE	reviewed	Metalloproteinase inhibitor 2 (Tissue inhibitor of metalloproteinases 2) (TIMP-2)	Timp2 Timp-2	Mus musculus (Mouse)	220
Q9WU72	TN13B_MOUSE	reviewed	Tumor necrosis factor ligand superfamily member 13B (B-cell-activating factor) (BAFF) (CD antigen CD257) [Cleaved into: Tumor necrosis factor ligand superfamily member 13b, membrane form; Tumor necrosis factor ligand superfamily member 13b, soluble form]	Tnfsf13b Baff	Mus musculus (Mouse)	309
O54907	TNF12_MOUSE	reviewed	Tumor necrosis factor ligand superfamily member 12 (TNF-related weak inducer of apoptosis) (TWEAK) [Cleaved into: Tumor necrosis factor ligand superfamily member 12, membrane form; Tumor necrosis factor ligand superfamily member 12, secreted form]	Tnfsf12	Mus musculus (Mouse)	249
P06804	TNFA_MOUSE	reviewed	Tumor necrosis factor (Cachectin) (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2) (TNF-a) [Cleaved into: Tumor necrosis factor, membrane form (N-terminal fragment) (NTF); Intracellular domain 1 (ICD1); Intracellular domain 2 (ICD2); C-domain 1; C-domain 2; Tumor necrosis factor, soluble form]	Tnf Tnfa Tnfsf2	Mus musculus (Mouse)	235
Q9JLL3	TNR19_MOUSE	reviewed	Tumor necrosis factor receptor superfamily member 19 (TRADE) (Toxicity and JNK inducer)	Tnfrsf19 Taj Troy	Mus musculus (Mouse)	416
Q9D777	TNF13_MOUSE	reviewed	Tumor necrosis factor ligand superfamily member 13 (A proliferation-inducing ligand) (APRIL) (CD antigen CD256)	Tnfsf13 April	Mus musculus (Mouse)	241
P41047	TNFL6_MOUSE	reviewed	Tumor necrosis factor ligand superfamily member 6 (CD95 ligand) (CD95-L) (Fas antigen ligand) (Fas ligand) (FasL) (CD antigen CD178) [Cleaved into: Tumor necrosis factor ligand superfamily member 6, membrane form; Tumor necrosis factor ligand superfamily member 6, soluble form (Receptor-binding FasL ectodomain) (Soluble Fas ligand) (sFasL); ADAM10-processed FasL form (APL); FasL intracellular domain (FasL ICD) (SPPL2A-processed FasL form) (SPA)]	Faslg Apt1lg1 Cd95l Fasl gld Tnfsf6	Mus musculus (Mouse)	279
